Reading Time (CST),Ambient Air RHAvg (%),Ambient Air Temp (°C),Ambient Air TempMax (°C),Ambient Air TempMin (°C),Precipitation Precip (mm),Wind WindDir,Wind WindSpeed (km/h),Wind WindSpeedMax (km/h),Wind WindSpeedMin (km/h),0 to 5 cm Depth Average Temp (°C),0 to 5 cm Depth Average WFV (%)
23/05/2021,100,10.2,13.8,7.1,0,E,12.6,20.7,2.6,10.6,25.7
24/05/2021,70,18.4,27.5,10.5,0,S,20.7,61.8,0,18.3,23.3
25/05/2021,79,11.5,17.5,3.1,0.6,W,25.9,57.1,5.2,12.4,21.5
26/05/2021,71,4,8,1,0,W,16.4,37.1,3.9,8.1,21
27/05/2021,49,7.3,16.1,-2.1,0,ESE,8.5,24.7,0,13.5,21
28/05/2021,35,12.6,20.7,1,0,S,20.3,47.7,3,15,20.7
29/05/2021,51,16.9,25.1,10.1,0,SSW,23,39.5,5.3,18.1,20.7
30/05/2021,61,14.7,20.4,8.7,0,WNW,19.4,39.7,7.3,17.6,20.5
31/05/2021,54,15.4,25.6,2.2,0,WSW,6.8,19.7,0,20.1,20.5
01/06/2021,50,19.3,29.3,9.1,0.8,SSW,14.7,38.7,1.2,20.8,20.1
02/06/2021,55,21.3,31,8.5,0,WSW,9.2,25.2,0,24.3,20.1
03/06/2021,47,25.2,31.2,16.4,0,SW,10.1,37.1,0,28.6,19.9
04/06/2021,42,27.9,36.9,18.7,0,SW,19.2,44.5,0.1,29.9,19.2
05/06/2021,51,25.8,36.7,14.8,0.2,S,11.2,36.4,0,27.8,18.6
06/06/2021,67,20.8,26.2,13.7,3.6,SW,18.7,49.8,0,22,20
07/06/2021,56,19.3,26,9.8,0.2,SSE,9.7,28.8,0,23,19.5
08/06/2021,56,22.7,30.1,12.7,3,E,9.9,29.6,1.9,25.1,19
09/06/2021,99,19.6,23.5,16.8,34,SW,15.5,32.9,0,20.4,28.9
10/06/2021,100,18.1,20.4,16.6,0,ESE,13.6,25.2,5,18.8,24.9
11/06/2021,89,18.5,24.4,16.1,16,S,28.8,76.8,0.9,18.1,26.4
12/06/2021,58,20.7,27.1,14.9,0,WSW,23.4,48.2,0,21.4,22.8
13/06/2021,59,21.4,28.2,13.5,0,SW,10.6,33,0,25.4,21.8
14/06/2021,55,21.2,28.7,12.5,0,S,11.6,31.1,0,25.8,21.3
15/06/2021,61,21.3,28.8,9.9,0,SSE,7.8,27.7,0,26.7,20.9
16/06/2021,61,23.1,32.9,15.5,0.4,SSW,17.5,51.9,1.5,25.2,20.5
17/06/2021,43,22.3,29.8,13.3,0,W,19.1,45,6.8,25.8,20.3
18/06/2021,60,16.7,20.4,8.9,0,WNW,15.5,34.8,0,21.5,19.8
19/06/2021,69,17.1,23.9,7.1,0,SW,11,36,0.4,21,19.7
20/06/2021,63,16.1,19.2,9.4,0,NW,21.4,47.4,3.7,20.8,19.6
21/06/2021,66,12,17.3,6.6,0.6,W,11.1,30.6,0,17.2,19.3
22/06/2021,50,18.7,26,6.9,0,SW,12.8,33.2,0.2,21.8,19.4
23/06/2021,48,23.6,31.2,14.9,0,WSW,17.3,38,0,24.8,18.9
24/06/2021,61,20,26.2,12.2,0,W,9.2,23.7,0,24.9,18.5
25/06/2021,72,19.5,26.2,14.1,0,SW,13.9,29.2,4.5,22.8,18.1
26/06/2021,81,19.8,27.8,11.7,0.6,W,9.8,40.4,0,23.9,17.8
27/06/2021,94,17.4,22.5,11.4,8.8,W,8.2,29.2,0,18.8,20.6
28/06/2021,77,19.3,24.8,12.9,0.2,NW,12.7,27.8,0,22.4,21.8
29/06/2021,72,21.7,29.9,11.5,0,WSW,9.5,25.3,0,25.4,20
30/06/2021,61,24.9,31.4,16.9,0,SSW,9.8,25.7,0,28.9,19
01/07/2021,60,23.2,31.8,12.6,0,S,4.6,24,0,28.6,17.5
02/07/2021,61,26.2,35.9,13.3,0,S,7.3,22.2,0,30.6,15.8
03/07/2021,70,25.8,35,17.9,0,S,14.6,37.5,2.7,29.7,14
04/07/2021,74,24.5,31.5,17.1,0,WNW,12.7,34.6,0,28.5,13
05/07/2021,75,20.8,25.5,14.8,0,W,13.8,35.3,0,25.1,12.2
06/07/2021,78,13.9,17.6,10,0,SE,12.9,27.5,0,17.9,11.6
07/07/2021,71,15.5,23.5,5.9,0,SSW,5,18,0,20.8,11.6
08/07/2021,70,19.5,28.2,8,0,SSE,6.9,21.2,0,24.3,11.3
09/07/2021,65,22,30.7,11.8,0,SSE,7.1,21.5,0,27.1,10.8
10/07/2021,64,24.8,33.4,13.6,0,SW,5.9,19.5,0,28.3,10.1
11/07/2021,60,26.7,35.1,17.8,0,SW,11,25,0,29.4,9.3
12/07/2021,72,22.7,29.6,15.1,2.2,SW,10.6,26.7,0.2,24.2,8.9
13/07/2021,73,20.4,26.6,13.2,0,W,10.5,25.1,0,23,9.7
14/07/2021,66,21.1,29.3,13.4,0,S,4.8,17.4,0,24.1,9.6
15/07/2021,65,23.5,32.9,13.8,0,S,10.5,27.4,0,25.6,9.2
16/07/2021,62,25.4,33.6,15.9,0,S,12.1,31.7,1.7,26.9,8.6
17/07/2021,65,24.6,33.6,16.1,0,SSE,10.3,26.9,0,26.9,8.4
18/07/2021,75,24.8,33.8,16,3.4,SSE,10.7,28.6,0,25.1,9.7
19/07/2021,98,20,23.5,17.8,6.4,SW,9.9,33.3,0,20.4,16.2
20/07/2021,100,19.4,23.1,16.3,2.4,E,6.1,21.6,0,19.7,17.9
21/07/2021,100,21.3,26.4,18.5,1.8,SE,9.5,24.2,0.8,20.9,19.9
22/07/2021,88,24.6,31.7,17.5,0,ESE,5.6,15.4,0,23.3,19
23/07/2021,72,25.3,31.7,14.4,0,WSW,9.7,27.3,0,24.4,17.6
24/07/2021,57,21.4,28.8,12.5,0,W,15.3,38.8,3.5,21.8,15.7
25/07/2021,50,22.3,30.3,14,0,W,13.1,32,0,22.5,14.4
26/07/2021,73,21.3,28.2,14.8,1.8,SW,6.5,26.5,0,21.1,13.5
27/07/2021,68,22.1,31.2,10.2,0,S,5.7,22.4,0,21.4,13
28/07/2021,72,21.7,28.7,15.3,0,W,13.7,37.7,0,22,12.5
29/07/2021,69,20.5,30.3,10.4,0,WSW,5.9,20.8,0,21.3,12
30/07/2021,67,22.7,31.6,13.4,1,WSW,11.4,51.7,2,22.1,11.6
31/07/2021,69,20.3,25.7,13.3,0,NW,14,34,2.6,20.4,11.3
01/08/2021,66,19.1,28.7,9.3,0,WSW,4.8,16.1,0,19.8,11.2
02/08/2021,70,21.4,30,10.5,0,WSW,6.3,17.6,0,21,11
03/08/2021,61,24.6,33.6,16.5,0,SW,9.2,20.7,2.5,23.1,10.7
04/08/2021,70,23,25.9,19.6,0,SSW,11.7,27.4,1.9,22,10.4
05/08/2021,89,18.7,22,10.5,0,WNW,14.7,33.7,0,19.7,10.1
06/08/2021,74,17.7,27.2,6.9,0,SSE,3.7,15.9,0,18.6,10
07/08/2021,71,21.3,31.8,8.7,0,SE,6.9,24,0,20.7,9.9
08/08/2021,68,26,36.5,17.6,0,SSW,12.7,28.9,3.5,24.3,9.6
09/08/2021,99,19.1,22.7,16.4,12.8,SSE,10.4,29.7,0,19.6,17.6
10/08/2021,83,19.4,25.1,15,3.2,WSW,14.4,37.4,0,18.7,21.9
11/08/2021,76,17.4,23.3,12.4,0.6,WSW,18.2,40.8,1.9,16.9,20.2
12/08/2021,72,14.6,20.7,6.5,0,W,14.6,35.4,0,16.8,19.1
13/08/2021,68,15.3,25.2,5.5,0,WSW,9.7,26.2,0,18.2,18
14/08/2021,61,22,34.1,9.7,0,SSW,6.8,18.6,0,23.2,17.4
15/08/2021,68,25.6,37.3,13.9,0,S,11,25.6,1,25.1,16.4
16/08/2021,69,27.1,35.1,18.8,0,S,14.3,33.5,0,26.2,15.3
17/08/2021,72,23.1,28.5,18.6,0,SE,12.4,25.4,0,24.7,14.3
18/08/2021,69,21.3,29.2,15.8,0,SSE,14.5,27,2.8,24.4,13.4
19/08/2021,96,16.8,19.8,13.7,0,NW,9.7,19.5,0,19.4,12.4
20/08/2021,100,14.9,17.1,13,24,SW,12.5,35.1,0,16.1,21.3
21/08/2021,89,15,21.6,10,6.8,WSW,16.3,45.8,0,15.7,28.5
22/08/2021,96,14.8,21,7.5,13.4,SSE,10.2,36.6,0,14.6,27.4
23/08/2021,93,15.6,18.3,10.7,0.2,W,15.4,34.5,0,15.6,25.8
24/08/2021,99,13.8,17.7,10.4,2.8,S,9.6,29.4,0,14.2,24.7
25/08/2021,86,13.1,17.9,8,0,NW,10.5,24.8,0,15.4,22.7
26/08/2021,83,12.7,19,5.5,0,SE,6.1,19.7,0,14.5,20.6
27/08/2021,98,13.7,17.7,8.6,5.4,E,6.3,20.6,0,14,21.8
28/08/2021,91,18.5,26.3,14.6,0.2,SSW,5.1,19.9,0,19.6,23.3
29/08/2021,88,16,21.4,10.3,0,W,11.5,33.9,0,17.3,21.1
30/08/2021,78,17.4,26.4,8.3,0,SSE,4.1,14.9,0,19.3,19.8
31/08/2021,76,18.4,27.5,8.6,0,ESE,6,20.3,0,20.1,19
01/09/2021,74,20.3,27.2,12.8,0,SSE,11.8,39.2,0,20.6,18.3
02/09/2021,93,18.4,20.2,13.2,4.6,S,10.8,28.9,0,18.2,20
03/09/2021,83,16.4,22.6,9.5,0.2,WSW,9.1,27.5,0,17.4,21
04/09/2021,86,15.1,20.5,9.3,0.2,WNW,10.3,30.2,1,16.3,19.1
05/09/2021,78,14.8,21,9.6,0,WSW,7.9,25,0,17.1,18.4
06/09/2021,71,17.7,25.3,12.4,0,WSW,11.1,24.5,3.4,17.5,17.9
07/09/2021,64,17.5,24.6,11.4,0.4,WNW,14.9,35.8,4.4,18.1,17.3
08/09/2021,73,15.9,22.2,8.7,0,NW,12.8,36.5,0,17.9,16.7
09/09/2021,76,15.4,24.6,6.3,0,S,6.3,20,0,17.1,16.2
10/09/2021,71,19,29.4,10.6,0,W,10.7,34.6,0,19.8,15.8
11/09/2021,72,13.7,19.5,7.3,0,NW,10.5,27.8,0,16.7,15.1
12/09/2021,70,14.6,20.6,9.5,0,WSW,4.2,15.5,0,18,14.7
13/09/2021,72,16.1,22.2,10.4,0,S,9.7,24.5,0.8,16.5,14.2
14/09/2021,67,14.3,23.7,4.9,0,W,10.7,30.7,0,16.1,13.9
15/09/2021,69,15.5,26.5,4.9,0,S,13.1,41.5,0,15.5,13.6
16/09/2021,89,11.1,14.1,7.8,6.8,WSW,9.3,23.5,0.6,11.2,18
17/09/2021,67,11.1,17.8,6.1,0,WSW,12.5,33.1,0,11.2,19.9
18/09/2021,56,17.9,27.5,7.5,0,SSE,17.1,38.7,3.3,15.6,18.4
19/09/2021,63,21.2,29.3,16.5,0,SW,14,29.9,4.4,19.8,17.8
20/09/2021,81,14.4,19.1,8.3,4.2,NW,10.3,28.3,2.3,14.8,20.4
21/09/2021,73,11.9,21.3,4.5,0,WSW,8.7,20.4,0.2,12.6,18.8
22/09/2021,61,15.7,26.6,5,0,SSW,11.4,34.7,0.1,14.5,18
23/09/2021,57,16.6,23.3,10.3,0,WSW,13,28.1,0.9,15.7,17.5
24/09/2021,55,10.8,16.9,4.4,0,WNW,13.5,35.9,3.7,12.5,16.9
25/09/2021,53,15.9,25.9,5.9,0,SW,9.1,28.7,0,15.8,16.6
26/09/2021,67,14.4,22.3,5.4,0,W,8.2,25.3,0,15.1,16.2
27/09/2021,67,14.8,25.3,2.5,0,S,11.8,37.2,0,14.5,15.8
28/09/2021,66,19.6,30,8.9,0,SE,7.5,20,0,18.1,15.4
29/09/2021,67,21.4,31.4,14.9,2.4,S,12.8,50.8,0,20.3,15.2
30/09/2021,90,16,20.3,8.7,0,WNW,10.7,25.6,0,16.7,16.8
01/10/2021,89,12.4,19.9,5.7,0.2,W,6.1,18.9,0,13.9,16.2
02/10/2021,74,13.2,24,2.4,0,W,5.1,13.8,0,13.6,15.9
03/10/2021,70,13.9,25.7,4.3,0,SSW,9.5,29.8,0,13.8,15.7
04/10/2021,52,16.2,27.4,5.6,0,SSW,7.2,19.6,0,15,15.4
05/10/2021,48,20,30.5,9.8,0,SSE,18.4,47,4.7,18.2,15.2
06/10/2021,56,20.1,31.9,11.7,0,SSE,17.9,41.8,4.9,18.7,14.7
07/10/2021,78,18.3,26.2,12.4,0,SSW,15.6,35.3,0,18.3,14.2
08/10/2021,98,12.5,15.5,8.8,2.8,NW,15,28.8,3.8,13.1,14.5
